,duration,has_event
123,4.0,1.0
124,29.0,1.0
125,38.0,1.0
126,11.0,1.0
127,23.0,1.0
128,82.0,1.0
129,66.0,1.0
130,100.0,0.0
131,15.0,1.0
132,11.0,1.0
133,57.0,1.0
134,89.0,1.0
135,3.0,1.0
136,51.0,1.0
137,3.0,1.0
138,7.0,1.0
139,12.0,1.0
140,7.0,1.0
141,4.0,1.0
142,14.0,1.0
143,51.0,1.0
144,97.0,1.0
145,32.0,1.0
146,63.0,1.0
147,85.0,1.0
148,37.0,1.0
149,47.0,1.0
150,2.0,1.0
151,13.0,1.0
152,38.0,1.0
153,4.0,1.0
154,5.0,1.0
155,6.0,1.0
156,44.0,1.0
157,0.0,1.0
158,71.0,1.0
159,100.0,0.0
160,11.0,1.0
161,25.0,1.0
162,22.0,1.0
163,21.0,1.0
164,93.0,1.0
165,5.0,1.0
166,29.0,1.0
167,7.0,1.0
168,34.0,1.0
169,22.0,1.0
170,45.0,1.0
171,7.0,1.0
172,29.0,1.0
173,15.0,1.0
174,6.0,1.0
175,12.0,1.0
176,87.0,1.0
177,6.0,1.0
178,100.0,0.0
179,38.0,1.0
180,74.0,1.0
181,25.0,1.0
182,11.0,1.0
183,8.0,1.0
184,100.0,0.0
185,13.0,1.0
186,68.0,1.0
187,22.0,1.0
188,21.0,1.0
189,52.0,1.0
190,20.0,1.0
191,13.0,1.0
192,3.0,1.0
193,28.0,1.0
194,13.0,1.0
195,4.0,1.0
196,41.0,1.0
197,20.0,1.0
198,5.0,1.0
199,100.0,0.0
200,1.0,1.0
201,57.0,1.0
202,17.0,1.0
203,100.0,0.0
204,70.0,1.0
205,70.0,1.0
206,49.0,1.0
207,100.0,0.0
208,50.0,1.0
209,49.0,1.0
210,0.0,1.0
211,73.0,1.0
212,5.0,1.0
213,12.0,1.0
214,50.0,1.0
215,30.0,1.0
216,38.0,1.0
217,3.0,1.0
218,6.0,1.0
219,4.0,1.0
220,32.0,1.0
221,94.0,1.0
222,10.0,1.0
223,16.0,1.0
224,10.0,1.0
225,18.0,1.0
226,53.0,1.0
227,48.0,1.0
228,37.0,1.0
229,4.0,1.0
230,1.0,1.0
231,68.0,1.0
232,70.0,1.0
233,22.0,1.0
234,9.0,1.0
235,52.0,1.0
236,3.0,1.0
237,1.0,1.0
238,15.0,1.0
239,6.0,1.0
240,75.0,1.0
241,47.0,1.0
242,10.0,1.0
243,13.0,1.0
244,16.0,1.0
245,30.0,1.0
246,24.0,1.0
247,1.0,1.0
248,7.0,1.0
249,13.0,1.0
250,81.0,1.0
251,32.0,1.0
252,18.0,1.0
253,12.0,1.0
254,13.0,1.0
255,57.0,1.0
256,57.0,1.0
257,2.0,1.0
258,100.0,0.0
259,6.0,1.0
260,33.0,1.0
261,5.0,1.0
262,9.0,1.0
263,64.0,1.0
264,100.0,0.0
265,22.0,1.0
266,19.0,1.0
267,43.0,1.0
268,19.0,1.0
269,18.0,1.0
270,10.0,1.0
271,22.0,1.0
272,98.0,1.0
273,100.0,0.0
274,23.0,1.0
275,10.0,1.0
276,0.0,1.0
277,27.0,1.0
278,19.0,1.0
279,12.0,1.0
280,12.0,1.0
281,19.0,1.0
282,7.0,1.0
283,79.0,1.0
284,17.0,1.0
285,18.0,1.0
286,39.0,1.0
287,0.0,1.0
288,7.0,1.0
289,73.0,1.0
290,41.0,1.0
291,14.0,1.0
292,100.0,0.0
293,17.0,1.0
294,75.0,1.0
295,20.0,1.0
296,87.0,1.0
297,10.0,1.0
298,51.0,1.0
299,79.0,1.0
300,9.0,1.0
301,1.0,1.0
302,50.0,1.0
303,19.0,1.0
304,19.0,1.0
305,5.0,1.0
306,9.0,1.0
307,100.0,0.0
308,8.0,1.0
309,16.0,1.0
310,21.0,1.0
311,71.0,1.0
312,32.0,1.0
313,13.0,1.0
314,21.0,1.0
315,37.0,1.0
316,33.0,1.0
317,3.0,1.0
318,36.0,1.0
319,43.0,1.0
320,95.0,1.0
321,60.0,1.0
322,14.0,1.0
323,57.0,1.0
324,22.0,1.0
325,66.0,1.0
326,3.0,1.0
327,94.0,1.0
328,42.0,1.0
329,46.0,1.0
330,13.0,1.0
331,30.0,1.0
332,20.0,1.0
333,16.0,1.0
334,40.0,1.0
335,35.0,1.0
336,6.0,1.0
337,19.0,1.0
338,10.0,1.0
339,80.0,1.0
340,58.0,1.0
341,18.0,1.0
342,54.0,1.0
343,12.0,1.0
344,80.0,1.0
345,38.0,1.0
346,25.0,1.0
347,7.0,1.0
348,31.0,1.0
349,4.0,1.0
350,14.0,1.0
351,16.0,1.0
352,6.0,1.0
353,6.0,1.0
354,100.0,0.0
355,13.0,1.0
356,33.0,1.0
357,100.0,0.0
358,20.0,1.0
359,49.0,1.0
360,35.0,1.0
361,18.0,1.0
362,0.0,1.0
363,32.0,1.0
364,25.0,1.0
365,25.0,1.0
366,15.0,1.0
367,13.0,1.0
368,74.0,1.0
369,31.0,1.0
370,24.0,1.0
371,68.0,1.0
372,6.0,1.0
373,4.0,1.0
374,13.0,1.0
375,68.0,1.0
376,3.0,1.0
377,15.0,1.0
378,29.0,1.0
379,16.0,1.0
380,30.0,1.0
381,21.0,1.0
382,10.0,1.0
383,76.0,1.0
384,6.0,1.0
385,16.0,1.0
386,24.0,1.0
387,12.0,1.0
388,100.0,0.0
389,50.0,1.0
390,63.0,1.0
391,11.0,1.0
392,58.0,1.0
393,10.0,1.0
394,15.0,1.0
395,100.0,0.0
396,23.0,1.0
397,100.0,0.0
398,63.0,1.0
399,15.0,1.0
400,9.0,1.0
401,64.0,1.0
402,22.0,1.0
403,75.0,1.0
404,100.0,0.0
405,7.0,1.0
406,71.0,1.0
407,15.0,1.0
408,3.0,1.0
409,37.0,1.0
410,8.0,1.0
411,100.0,0.0
412,3.0,1.0
413,100.0,0.0
414,30.0,1.0
415,52.0,1.0
416,14.0,1.0
417,12.0,1.0
418,25.0,1.0
419,49.0,1.0
420,72.0,1.0
421,22.0,1.0
422,58.0,1.0
423,46.0,1.0
424,0.0,1.0
425,48.0,1.0
426,10.0,1.0
427,11.0,1.0
428,2.0,1.0
429,43.0,1.0
430,25.0,1.0
431,28.0,1.0
432,13.0,1.0
433,24.0,1.0
434,76.0,1.0
435,14.0,1.0
436,98.0,1.0
437,15.0,1.0
438,2.0,1.0
439,18.0,1.0
440,13.0,1.0
441,58.0,1.0
442,8.0,1.0
443,71.0,1.0
444,4.0,1.0
445,45.0,1.0
446,1.0,1.0
447,15.0,1.0
448,52.0,1.0
449,44.0,1.0
450,53.0,1.0
451,28.0,1.0
452,31.0,1.0
453,30.0,1.0
454,47.0,1.0
455,3.0,1.0
456,1.0,1.0
457,2.0,1.0
458,1.0,1.0
459,19.0,1.0
460,11.0,1.0
461,83.0,1.0
462,30.0,1.0
463,6.0,1.0
464,67.0,1.0
465,10.0,1.0
466,66.0,1.0
467,63.0,1.0
468,1.0,1.0
469,41.0,1.0
470,0.0,1.0
471,16.0,1.0
472,49.0,1.0
473,14.0,1.0
474,100.0,0.0
475,1.0,1.0
476,48.0,1.0
477,9.0,1.0
478,25.0,1.0
479,12.0,1.0
480,8.0,1.0
481,5.0,1.0
482,4.0,1.0
483,77.0,1.0
484,51.0,1.0
485,31.0,1.0
486,28.0,1.0
487,90.0,1.0
488,8.0,1.0
489,17.0,1.0
490,100.0,0.0
491,43.0,1.0
492,100.0,0.0
493,59.0,1.0
494,39.0,1.0
495,66.0,1.0
496,51.0,1.0
497,1.0,1.0
498,9.0,1.0
499,55.0,1.0
500,35.0,1.0
501,57.0,1.0
502,4.0,1.0
503,28.0,1.0
504,7.0,1.0
505,16.0,1.0
506,7.0,1.0
507,18.0,1.0
508,48.0,1.0
509,16.0,1.0
510,42.0,1.0
511,100.0,0.0
512,19.0,1.0
513,32.0,1.0
514,27.0,1.0
515,10.0,1.0
516,5.0,1.0
517,20.0,1.0
518,1.0,1.0
519,3.0,1.0
520,1.0,1.0
521,39.0,1.0
522,33.0,1.0
523,11.0,1.0
524,12.0,1.0
525,18.0,1.0
526,39.0,1.0
527,66.0,1.0
528,100.0,0.0
529,23.0,1.0
530,37.0,1.0
531,59.0,1.0
532,100.0,0.0
533,18.0,1.0
534,35.0,1.0
535,11.0,1.0
536,10.0,1.0
537,86.0,1.0
538,26.0,1.0
539,6.0,1.0
540,4.0,1.0
541,8.0,1.0
542,16.0,1.0
543,2.0,1.0
544,28.0,1.0
545,18.0,1.0
546,1.0,1.0
547,14.0,1.0
548,27.0,1.0
549,51.0,1.0
550,100.0,0.0
551,8.0,1.0
552,34.0,1.0
553,3.0,1.0
554,44.0,1.0
555,7.0,1.0
556,29.0,1.0
557,61.0,1.0
558,6.0,1.0
559,85.0,1.0
560,4.0,1.0
561,100.0,0.0
562,35.0,1.0
563,11.0,1.0
564,53.0,1.0
565,6.0,1.0
566,100.0,0.0
567,57.0,1.0
568,40.0,1.0
569,4.0,1.0
570,49.0,1.0
571,21.0,1.0
572,74.0,1.0
573,37.0,1.0
574,44.0,1.0
575,31.0,1.0
576,3.0,1.0
577,100.0,0.0
578,5.0,1.0
579,38.0,1.0
580,16.0,1.0
581,77.0,1.0
582,100.0,0.0
583,75.0,1.0
584,4.0,1.0
585,33.0,1.0
586,5.0,1.0
587,24.0,1.0
588,49.0,1.0
589,9.0,1.0
590,12.0,1.0
591,75.0,1.0
592,21.0,1.0
593,14.0,1.0
594,0.0,1.0
595,4.0,1.0
596,100.0,0.0
597,29.0,1.0
598,5.0,1.0
599,46.0,1.0
600,100.0,0.0
601,9.0,1.0
602,50.0,1.0
603,3.0,1.0
604,4.0,1.0
605,37.0,1.0
606,99.0,1.0
607,34.0,1.0
608,2.0,1.0
609,41.0,1.0
610,51.0,1.0
611,100.0,0.0
612,20.0,1.0
613,16.0,1.0
614,9.0,1.0
615,36.0,1.0
616,20.0,1.0
617,69.0,1.0
618,34.0,1.0
619,7.0,1.0
620,100.0,0.0
621,96.0,1.0
622,5.0,1.0
623,15.0,1.0
624,1.0,1.0
625,17.0,1.0
626,56.0,1.0
627,39.0,1.0
628,8.0,1.0
629,51.0,1.0
630,69.0,1.0
631,14.0,1.0
632,56.0,1.0
633,2.0,1.0
634,81.0,1.0
635,35.0,1.0
636,23.0,1.0
637,14.0,1.0
638,29.0,1.0
639,26.0,1.0
640,15.0,1.0
641,4.0,1.0
642,7.0,1.0
643,100.0,0.0
644,51.0,1.0
645,66.0,1.0
646,57.0,1.0
647,1.0,1.0
648,2.0,1.0
649,2.0,1.0
650,3.0,1.0
651,27.0,1.0
652,0.0,1.0
653,0.0,1.0
654,19.0,1.0
655,71.0,1.0
656,47.0,1.0
657,61.0,1.0
658,92.0,1.0
659,100.0,0.0
660,93.0,1.0
661,57.0,1.0
662,57.0,1.0
663,5.0,1.0
664,20.0,1.0
665,3.0,1.0
666,0.0,1.0
667,25.0,1.0
668,56.0,1.0
669,16.0,1.0
670,3.0,1.0
671,10.0,1.0
672,19.0,1.0
673,100.0,0.0
674,16.0,1.0
675,1.0,1.0
676,3.0,1.0
677,100.0,0.0
678,57.0,1.0
679,7.0,1.0
680,23.0,1.0
681,9.0,1.0
682,39.0,1.0
683,100.0,0.0
684,1.0,1.0
685,8.0,1.0
686,100.0,0.0
687,41.0,1.0
688,93.0,1.0
689,2.0,1.0
690,7.0,1.0
691,7.0,1.0
692,0.0,1.0
693,22.0,1.0
694,78.0,1.0
695,32.0,1.0
696,21.0,1.0
697,9.0,1.0
698,3.0,1.0
699,2.0,1.0
700,19.0,1.0
701,100.0,0.0
702,32.0,1.0
703,100.0,0.0
704,14.0,1.0
705,3.0,1.0
706,1.0,1.0
707,10.0,1.0
708,100.0,0.0
709,5.0,1.0
710,24.0,1.0
711,16.0,1.0
712,8.0,1.0
713,37.0,1.0
714,100.0,0.0
715,80.0,1.0
716,24.0,1.0
717,80.0,1.0
718,5.0,1.0
719,25.0,1.0
720,34.0,1.0
721,7.0,1.0
722,63.0,1.0
723,13.0,1.0
724,33.0,1.0
725,82.0,1.0
726,3.0,1.0
727,100.0,0.0
728,4.0,1.0
729,13.0,1.0
730,3.0,1.0
731,17.0,1.0
732,31.0,1.0
733,28.0,1.0
734,26.0,1.0
735,100.0,0.0
736,54.0,1.0
737,8.0,1.0
738,32.0,1.0
739,9.0,1.0
740,4.0,1.0
741,79.0,1.0
742,100.0,0.0
743,57.0,1.0
744,28.0,1.0
745,6.0,1.0
746,34.0,1.0
747,59.0,1.0
748,45.0,1.0
749,24.0,1.0
750,24.0,1.0
751,100.0,0.0
752,2.0,1.0
753,8.0,1.0
754,31.0,1.0
755,23.0,1.0
756,4.0,1.0
757,58.0,1.0
758,100.0,0.0
759,42.0,1.0
760,40.0,1.0
761,14.0,1.0
762,21.0,1.0
763,8.0,1.0
764,17.0,1.0
765,12.0,1.0
766,21.0,1.0
767,65.0,1.0
768,16.0,1.0
769,10.0,1.0
770,21.0,1.0
771,37.0,1.0
772,7.0,1.0
773,25.0,1.0
774,41.0,1.0
775,4.0,1.0
776,2.0,1.0
777,45.0,1.0
778,62.0,1.0
779,8.0,1.0
780,13.0,1.0
781,5.0,1.0
782,21.0,1.0
783,37.0,1.0
784,33.0,1.0
785,100.0,0.0
786,35.0,1.0
787,7.0,1.0
788,60.0,1.0
789,13.0,1.0
790,5.0,1.0
791,64.0,1.0
792,23.0,1.0
793,100.0,0.0
794,4.0,1.0
795,65.0,1.0
796,12.0,1.0
797,2.0,1.0
798,38.0,1.0
799,100.0,0.0
800,28.0,1.0
801,5.0,1.0
802,14.0,1.0
803,62.0,1.0
804,50.0,1.0
805,10.0,1.0
806,27.0,1.0
807,59.0,1.0
808,50.0,1.0
809,21.0,1.0
810,37.0,1.0
811,4.0,1.0
812,2.0,1.0
813,22.0,1.0
814,89.0,1.0
815,12.0,1.0
816,39.0,1.0
817,18.0,1.0
818,28.0,1.0
819,72.0,1.0
820,38.0,1.0
821,31.0,1.0
822,23.0,1.0
823,100.0,0.0
824,3.0,1.0
825,46.0,1.0
826,43.0,1.0
827,100.0,0.0
828,3.0,1.0
829,2.0,1.0
830,33.0,1.0
831,7.0,1.0
832,6.0,1.0
833,29.0,1.0
834,0.0,1.0
835,100.0,0.0
836,10.0,1.0
837,100.0,0.0
838,52.0,1.0
839,24.0,1.0
840,1.0,1.0
841,72.0,1.0
842,6.0,1.0
843,20.0,1.0
844,74.0,1.0
845,5.0,1.0
846,1.0,1.0
847,26.0,1.0
848,1.0,1.0
849,27.0,1.0
850,1.0,1.0
851,100.0,0.0
852,11.0,1.0
853,41.0,1.0
854,100.0,0.0
855,24.0,1.0
856,21.0,1.0
857,44.0,1.0
858,9.0,1.0
859,10.0,1.0
860,40.0,1.0
861,13.0,1.0
862,22.0,1.0
863,15.0,1.0
864,62.0,1.0
865,77.0,1.0
866,11.0,1.0
867,10.0,1.0
868,62.0,1.0
869,38.0,1.0
870,20.0,1.0
871,0.0,1.0
872,47.0,1.0
873,3.0,1.0
874,100.0,0.0
875,40.0,1.0
876,0.0,1.0
877,76.0,1.0
878,20.0,1.0
879,1.0,1.0
880,100.0,0.0
881,11.0,1.0
882,1.0,1.0
883,0.0,1.0
884,0.0,1.0
885,92.0,1.0
886,87.0,1.0
887,17.0,1.0
888,40.0,1.0
889,20.0,1.0
890,21.0,1.0
891,2.0,1.0
892,4.0,1.0
893,29.0,1.0
894,22.0,1.0
895,3.0,1.0
896,46.0,1.0
897,47.0,1.0
898,44.0,1.0
899,11.0,1.0
900,25.0,1.0
901,14.0,1.0
902,3.0,1.0
903,7.0,1.0
904,37.0,1.0
905,3.0,1.0
906,100.0,0.0
907,23.0,1.0
908,27.0,1.0
909,39.0,1.0
910,2.0,1.0
911,1.0,1.0
912,84.0,1.0
913,100.0,0.0
914,11.0,1.0
915,10.0,1.0
916,100.0,0.0
917,0.0,1.0
918,37.0,1.0
919,18.0,1.0
920,26.0,1.0
921,100.0,0.0
922,27.0,1.0
923,16.0,1.0
924,6.0,1.0
925,69.0,1.0
926,18.0,1.0
927,47.0,1.0
928,7.0,1.0
929,17.0,1.0
930,32.0,1.0
931,7.0,1.0
932,71.0,1.0
933,33.0,1.0
934,66.0,1.0
935,58.0,1.0
936,44.0,1.0
937,53.0,1.0
938,13.0,1.0
939,15.0,1.0
940,69.0,1.0
941,5.0,1.0
942,24.0,1.0
943,4.0,1.0
944,54.0,1.0
945,58.0,1.0
946,7.0,1.0
947,7.0,1.0
948,58.0,1.0
949,9.0,1.0
950,23.0,1.0
951,49.0,1.0
952,40.0,1.0
953,52.0,1.0
954,100.0,0.0
955,2.0,1.0
956,2.0,1.0
957,38.0,1.0
958,8.0,1.0
959,90.0,1.0
960,25.0,1.0
961,12.0,1.0
962,18.0,1.0
963,67.0,1.0
964,18.0,1.0
965,20.0,1.0
966,10.0,1.0
967,69.0,1.0
968,100.0,0.0
969,33.0,1.0
970,8.0,1.0
971,0.0,1.0
972,100.0,0.0
973,64.0,1.0
974,12.0,1.0
975,7.0,1.0
976,28.0,1.0
977,44.0,1.0
978,35.0,1.0
979,8.0,1.0
980,6.0,1.0
981,39.0,1.0
982,5.0,1.0
983,100.0,0.0
984,68.0,1.0
985,28.0,1.0
986,19.0,1.0
987,60.0,1.0
988,15.0,1.0
989,86.0,1.0
990,33.0,1.0
991,40.0,1.0
992,11.0,1.0
993,9.0,1.0
994,51.0,1.0
995,37.0,1.0
996,6.0,1.0
997,9.0,1.0
998,41.0,1.0
999,73.0,1.0
1000,34.0,1.0
1001,0.0,1.0
1002,39.0,1.0
1003,18.0,1.0
1004,2.0,1.0
1005,6.0,1.0
1006,19.0,1.0
1007,34.0,1.0
1008,56.0,1.0
1009,17.0,1.0
1010,72.0,1.0
1011,44.0,1.0
1012,1.0,1.0
1013,5.0,1.0
1014,67.0,1.0
1015,41.0,1.0
1016,14.0,1.0
1017,69.0,1.0
1018,3.0,1.0
1019,31.0,1.0
1020,59.0,1.0
1021,65.0,1.0
1022,76.0,1.0
1023,100.0,0.0
1024,100.0,0.0
1025,7.0,1.0
1026,0.0,1.0
1027,46.0,1.0
1028,51.0,1.0
1029,2.0,1.0
1030,24.0,1.0
1031,18.0,1.0
1032,6.0,1.0
1033,54.0,1.0
1034,16.0,1.0
1035,10.0,1.0
1036,35.0,1.0
1037,2.0,1.0
1038,69.0,1.0
1039,26.0,1.0
1040,39.0,1.0
1041,63.0,1.0
1042,63.0,1.0
1043,14.0,1.0
1044,17.0,1.0
1045,36.0,1.0
1046,5.0,1.0
1047,8.0,1.0
1048,19.0,1.0
1049,100.0,0.0
1050,2.0,1.0
1051,24.0,1.0
1052,11.0,1.0
1053,6.0,1.0
1054,81.0,1.0
1055,28.0,1.0
1056,33.0,1.0
1057,5.0,1.0
1058,12.0,1.0
1059,34.0,1.0
1060,8.0,1.0
1061,27.0,1.0
1062,22.0,1.0
1063,25.0,1.0
1064,14.0,1.0
1065,40.0,1.0
1066,14.0,1.0
1067,61.0,1.0
1068,90.0,1.0
1069,2.0,1.0
1070,22.0,1.0
1071,100.0,0.0
1072,2.0,1.0
1073,44.0,1.0
1074,52.0,1.0
1075,24.0,1.0
1076,11.0,1.0
1077,14.0,1.0
1078,24.0,1.0
1079,5.0,1.0
1080,24.0,1.0
1081,95.0,1.0
1082,1.0,1.0
1083,60.0,1.0
1084,61.0,1.0
1085,53.0,1.0
1086,32.0,1.0
1087,47.0,1.0
1088,41.0,1.0
1089,39.0,1.0
1090,18.0,1.0
1091,55.0,1.0
1092,40.0,1.0
1093,11.0,1.0
1094,100.0,0.0
1095,40.0,1.0
1096,5.0,1.0
1097,36.0,1.0
1098,1.0,1.0
1099,88.0,1.0
1100,27.0,1.0
1101,40.0,1.0
1102,1.0,1.0
1103,10.0,1.0
1104,27.0,1.0
1105,11.0,1.0
1106,13.0,1.0
1107,9.0,1.0
1108,34.0,1.0
1109,6.0,1.0
1110,8.0,1.0
1111,13.0,1.0
1112,11.0,1.0
1113,9.0,1.0
1114,31.0,1.0
1115,5.0,1.0
1116,11.0,1.0
1117,30.0,1.0
1118,22.0,1.0
1119,7.0,1.0
1120,19.0,1.0
1121,55.0,1.0
1122,53.0,1.0
1123,26.0,1.0
1124,1.0,1.0
1125,34.0,1.0
1126,69.0,1.0
1127,18.0,1.0
1128,14.0,1.0
1129,94.0,1.0
1130,9.0,1.0
1131,32.0,1.0
1132,12.0,1.0
1133,79.0,1.0
1134,78.0,1.0
1135,49.0,1.0
1136,50.0,1.0
1137,11.0,1.0
1138,21.0,1.0
1139,15.0,1.0
1140,40.0,1.0
1141,15.0,1.0
1142,27.0,1.0
1143,8.0,1.0
1144,17.0,1.0
1145,91.0,1.0
1146,37.0,1.0
1147,56.0,1.0
1148,73.0,1.0
1149,25.0,1.0
1150,32.0,1.0
1151,19.0,1.0
1152,77.0,1.0
1153,7.0,1.0
1154,2.0,1.0
1155,57.0,1.0
1156,33.0,1.0
1157,8.0,1.0
1158,56.0,1.0
1159,28.0,1.0
1160,27.0,1.0
1161,21.0,1.0
1162,0.0,1.0
1163,63.0,1.0
1164,100.0,0.0
1165,100.0,0.0
1166,100.0,0.0
1167,47.0,1.0
1168,41.0,1.0
1169,3.0,1.0
1170,43.0,1.0
1171,59.0,1.0
1172,21.0,1.0
1173,38.0,1.0
1174,100.0,0.0
1175,100.0,0.0
1176,2.0,1.0
1177,33.0,1.0
1178,40.0,1.0
1179,1.0,1.0
1180,41.0,1.0
1181,7.0,1.0
1182,23.0,1.0
1183,1.0,1.0
1184,5.0,1.0
1185,11.0,1.0
1186,32.0,1.0
1187,61.0,1.0
1188,27.0,1.0
1189,82.0,1.0
1190,13.0,1.0
1191,20.0,1.0
1192,3.0,1.0
1193,65.0,1.0
1194,51.0,1.0
1195,16.0,1.0
1196,10.0,1.0
1197,31.0,1.0
1198,100.0,0.0
1199,11.0,1.0
1200,4.0,1.0
1201,9.0,1.0
1202,39.0,1.0
1203,10.0,1.0
1204,4.0,1.0
1205,12.0,1.0
1206,30.0,1.0
1207,100.0,0.0
1208,27.0,1.0
1209,11.0,1.0
1210,35.0,1.0
1211,20.0,1.0
1212,75.0,1.0
1213,0.0,1.0
1214,7.0,1.0
1215,4.0,1.0
1216,14.0,1.0
1217,6.0,1.0
1218,4.0,1.0
1219,27.0,1.0
1220,98.0,1.0
1221,29.0,1.0
1222,13.0,1.0
1223,2.0,1.0
1224,0.0,1.0
1225,76.0,1.0
1226,79.0,1.0
1227,58.0,1.0
1228,4.0,1.0
1229,14.0,1.0
1230,49.0,1.0
1231,6.0,1.0
1232,2.0,1.0
1233,51.0,1.0
1234,1.0,1.0
1235,1.0,1.0
1236,12.0,1.0
1237,20.0,1.0
1238,34.0,1.0
1239,0.0,1.0
1240,100.0,0.0
1241,5.0,1.0
1242,9.0,1.0
1243,6.0,1.0
1244,98.0,1.0
1245,18.0,1.0
1246,100.0,0.0
1247,24.0,1.0
1248,8.0,1.0
1249,28.0,1.0
1250,2.0,1.0
1251,6.0,1.0
1252,37.0,1.0
1253,96.0,1.0
1254,7.0,1.0
1255,0.0,1.0
1256,24.0,1.0
1257,0.0,1.0
1258,3.0,1.0
1259,96.0,1.0
1260,21.0,1.0
1261,47.0,1.0
1262,40.0,1.0
1263,100.0,0.0
1264,42.0,1.0
1265,8.0,1.0
1266,42.0,1.0
1267,69.0,1.0
1268,25.0,1.0
1269,6.0,1.0
1270,0.0,1.0
1271,27.0,1.0
1272,42.0,1.0
1273,40.0,1.0
1274,42.0,1.0
1275,29.0,1.0
1276,74.0,1.0
1277,60.0,1.0
1278,4.0,1.0
1279,48.0,1.0
1280,17.0,1.0
1281,89.0,1.0
1282,23.0,1.0
1283,21.0,1.0
1284,17.0,1.0
1285,59.0,1.0
1286,25.0,1.0
1287,3.0,1.0
1288,20.0,1.0
1289,45.0,1.0
1290,96.0,1.0
1291,31.0,1.0
1292,58.0,1.0
1293,100.0,0.0
1294,40.0,1.0
1295,100.0,0.0
1296,18.0,1.0
1297,5.0,1.0
1298,14.0,1.0
1299,15.0,1.0
1300,19.0,1.0
1301,41.0,1.0
1302,94.0,1.0
1303,7.0,1.0
1304,6.0,1.0
1305,43.0,1.0
1306,44.0,1.0
1307,25.0,1.0
1308,0.0,1.0
1309,1.0,1.0
1310,0.0,1.0
1311,19.0,1.0
1312,30.0,1.0
1313,9.0,1.0
1314,98.0,1.0
1315,56.0,1.0
1316,47.0,1.0
1317,13.0,1.0
1318,87.0,1.0
1319,29.0,1.0
1320,1.0,1.0
1321,38.0,1.0
1322,6.0,1.0
1323,24.0,1.0
1324,23.0,1.0
1325,34.0,1.0
1326,3.0,1.0
1327,55.0,1.0
1328,26.0,1.0
1329,2.0,1.0
1330,100.0,0.0
1331,64.0,1.0
1332,17.0,1.0
1333,11.0,1.0
1334,22.0,1.0
1335,2.0,1.0
1336,46.0,1.0
1337,16.0,1.0
1338,61.0,1.0
1339,42.0,1.0
1340,100.0,0.0
1341,19.0,1.0
1342,91.0,1.0
1343,13.0,1.0
1344,17.0,1.0
1345,20.0,1.0
1346,34.0,1.0
1347,13.0,1.0
1348,100.0,0.0
1349,8.0,1.0
1350,14.0,1.0
1351,3.0,1.0
1352,44.0,1.0
1353,2.0,1.0
1354,65.0,1.0
1355,6.0,1.0
1356,31.0,1.0
1357,62.0,1.0
1358,100.0,0.0
1359,45.0,1.0
1360,0.0,1.0
1361,15.0,1.0
