y,x1,x2,x3,x4,x5,x6
171.4762167,1,-44.96200488,74.75576589,67.49954326,52.89238234,127.0985076
178.0661571,1,-83.01010766,85.77072565,74.4586143,60.63644889,-102.7142386
173.3596646,1,89.0639619,84.9254907,76.60327853,79.84749736,73.77495136
183.3186812,1,-12.18832198,94.91817198,109.0349243,118.8929571,32.8699088
175.7168384,1,15.06904686,87.17450827,111.8125242,120.0877408,-12.25372935
185.0907148,1,-13.80636867,95.94949355,133.446158,121.4960875,39.53152137
164.5477608,1,65.17619039,75.18767829,72.27023694,78.94582842,-5.594121064
178.2662167,1,-27.63774185,91.28665082,108.7981772,112.7043547,22.76288979
173.9682836,1,76.8684954,78.73447798,66.8994865,70.51995045,-53.00083028
171.0203104,1,53.32541024,82.3590864,66.55406728,63.22295098,19.38871183
170.156998,1,3.603267413,77.06091916,90.15619312,85.84743207,-42.521937
168.9088567,1,-13.9490479,74.14252585,101.9640977,96.47042704,-52.55925133
173.6167639,1,-28.09802657,86.12843529,94.48440686,95.32578505,5.724468404
179.767126,1,42.4745656,87.22468067,70.96968719,56.5829526,20.26231742
180.8884461,1,-2.963154021,89.9821027,87.70112111,129.1845883,-33.60370695
177.833948,1,-2.007732654,95.12503091,110.1641138,145.6066744,9.146940496
181.3640828,1,41.67384907,90.23694589,71.63159353,75.2245738,-27.11693674
176.6620929,1,35.38731663,89.92810376,132.2732443,89.5541299,-85.07961
187.4990778,1,-7.098681475,88.66193794,86.78683426,86.46943162,-32.65813996
170.1720822,1,27.30415427,74.88425956,82.18749116,97.57126486,-27.15600267
181.4029034,1,-43.0031533,81.65821164,117.2427667,126.8277432,55.24656133
165.8094225,1,59.5416371,70.483691,61.20933415,57.25210044,48.46179399
173.4164463,1,39.06392274,83.7718036,65.26676828,79.64468726,44.33486967
184.8240397,1,-51.98092971,100.1878308,103.8300268,111.7340923,20.66502152
172.9724247,1,62.01505108,83.22394551,72.54940445,64.94854924,12.14351158
174.9976334,1,87.7545995,89.18889578,85.54006417,85.47367556,-65.78960842
175.9953553,1,-119.7179582,83.80640617,54.23271644,35.5197873,-60.72475897
179.1289903,1,40.40918797,94.21990868,62.76408524,75.10599274,-95.91646359
176.9458621,1,16.19026964,80.44922168,103.9539023,138.7259996,-28.63596331
171.6919828,1,29.82261428,74.051033,103.6197455,148.3042235,43.08805296
184.1706258,1,-92.40793517,98.16307647,123.9532846,140.4769368,-9.644132787
180.9825834,1,-57.61267219,92.91359419,87.5434612,97.67985108,-22.92564669
182.3953347,1,-109.4586123,91.21793932,137.5560295,96.40992073,-113.8366555
183.5027203,1,-71.67851214,100.2894035,112.8979845,94.0556791,-51.4802785
168.9420743,1,-143.1420367,89.18823658,102.5218628,71.9889012,-73.01282836
167.7137464,1,-16.27456096,76.56292774,88.84535372,59.69428346,-76.36140754
171.645971,1,-66.58492061,82.3704517,55.9512008,65.96184815,-107.2898152
173.3462842,1,-80.0526663,90.19103768,121.1819817,105.797723,40.86579492
187.5183626,1,-12.20121509,108.0141981,94.62521493,71.13729419,8.468906949
177.2982595,1,-4.62603466,78.56073018,58.74504197,63.45224101,-76.17716112
167.5373276,1,-88.8205316,72.95049814,97.17895939,105.7521872,-36.9498345
180.5407047,1,-7.021186176,85.62572527,116.8035651,121.5535845,-15.11705864
169.1543392,1,34.70287779,94.58894508,53.89892946,38.75025066,20.50321958
175.1368991,1,-15.44818744,87.8195438,109.9678855,99.46087586,6.979993481
173.3409329,1,94.35874036,79.04580099,86.53020154,101.0856453,34.82632007
183.6847358,1,-40.6510029,89.6053395,49.09692439,31.81327404,43.26581833
182.4111679,1,14.14106174,91.53578268,77.52793378,36.68210663,42.40927885
165.7021058,1,-49.71935562,82.17943583,96.50493467,47.31897099,-82.62639892
179.4269464,1,-49.85146985,82.68360864,84.63313691,84.97713384,-1.361137893
164.419091,1,-106.615343,80.60736558,100.8906266,93.55272907,-1.431250832
170.44302,1,-1.028449292,74.89845964,59.91702347,31.27021022,30.01944033
165.3984116,1,-25.60705935,75.23556894,69.64420966,106.5350399,5.842552436
182.1211344,1,-10.53603158,87.66475023,71.98679213,58.94641878,-19.83169318
169.7555107,1,-13.44636438,82.0304847,73.67572326,72.36012148,-39.89426279
168.8370392,1,9.564502596,78.4392702,58.79546566,64.46732444,138.5143089
176.3052766,1,4.745765798,80.57165975,80.9611651,50.73569201,47.45579989
177.9325308,1,-71.01927762,91.17170673,100.034613,95.31630219,-132.5088822
169.5287558,1,40.1939657,76.15385799,70.77417032,76.74470598,32.48819531
168.336796,1,-48.85697201,70.09561366,87.77469731,105.7005406,9.701986229
173.5542579,1,-33.64831712,80.80506678,53.39131052,68.61297378,-37.15152571
177.992756,1,-21.93319355,83.50824108,40.06719228,41.16409005,59.97835446
174.5817899,1,1.490844236,81.35897107,114.5197532,91.50203995,47.30979149
171.5923702,1,48.54686728,71.98986628,92.66478281,64.44093482,-24.69377065
168.2842266,1,-73.61469786,75.59260335,27.04269783,17.31228199,16.25890719
175.7227948,1,52.94349892,78.08058963,91.41157558,88.88640179,-52.56368291
171.7271265,1,-9.226356255,79.16133881,122.2705311,142.7291129,-45.69308261
176.0035546,1,89.50523944,85.23638976,43.61758987,-2.030770906,12.3361523
173.2043374,1,-54.61429822,91.47553493,88.30267789,77.90783486,22.42952547
181.8819979,1,4.368902716,93.03686349,62.27497339,72.37263785,-41.33793131
175.7600181,1,77.87840907,81.12323811,82.82103165,62.31357502,6.186806208
170.8453809,1,-92.0193861,74.46255018,77.12094329,71.2621119,0.160047797
187.1603912,1,56.12993315,101.364582,124.069847,125.6723083,-7.559552254
176.6245261,1,41.95331058,92.14307106,83.00824097,92.14323637,-72.29946147
173.511362,1,-1.120536084,85.98387066,82.25963087,90.085308,-69.77350416
172.0569672,1,61.14117022,80.88943224,102.6952896,126.8076581,11.02418396
182.132637,1,17.92813875,101.3778982,99.41675473,122.0182418,-32.02303855
161.6259521,1,77.78427086,75.83103284,93.32381848,78.08994556,-39.36704933
174.5518441,1,-64.84380642,81.93278163,83.14016156,75.35509394,-22.33755376
170.0513278,1,-39.94830604,74.6553721,82.88691565,92.75610489,-25.70791983
159.2757539,1,119.0717069,68.08620675,79.04459535,78.50830778,-50.82953586
183.5363587,1,-25.14065165,87.58126104,94.29869761,99.5857964,-66.9780898
180.1079788,1,-60.07478806,91.65533541,77.5441179,95.50383002,-28.87834248
171.7290027,1,-65.00284972,81.6600838,88.48320029,94.4183473,73.55583031
179.8359598,1,-8.669266917,89.19634701,81.72527596,83.3196524,39.45737038
176.0341134,1,-47.27852736,85.14844887,93.61203457,83.71948405,14.41843939
168.2569618,1,-60.31871171,77.9486945,89.78800309,121.8237614,-12.27318119
171.4301702,1,11.88732566,87.03162058,87.13303095,92.04536348,-30.92254689
167.1478707,1,-38.63972747,75.2961941,79.68454493,33.73496936,-37.35740144
181.4670124,1,-4.628132055,84.29088455,91.70541951,93.34477997,-69.9716398
173.8995908,1,67.28307561,80.93993752,101.9590346,95.36752258,-63.42149747
162.5293285,1,40.00100668,68.54448929,63.55644991,66.62156148,39.33353398
180.3448201,1,-65.66855499,95.30791282,155.6033265,147.0761013,23.16892282
173.0748994,1,-47.55037554,79.06764315,92.24789491,90.93065168,-34.59698169
173.7243166,1,-14.99424875,81.6650556,42.46704559,24.84155807,-121.3748073
172.9643982,1,37.72037738,76.1572021,85.73065056,103.9668932,20.08686164
173.0770995,1,-51.7448954,83.10227582,92.62518482,99.19765076,45.77245452
174.9046294,1,-2.294340487,76.97879664,100.9258236,111.9118612,26.73615448
168.0180855,1,75.07414135,78.73797941,72.21113186,74.28491429,-29.70517663
168.1633214,1,1.882051942,82.12385779,85.15862951,46.4216883,49.09847185
171.2775853,1,-46.10259892,83.31305554,81.55779082,60.85348593,8.324104499
176.4566093,1,5.986963843,93.51397123,63.92328975,78.70654098,-53.47643394
179.1102836,1,72.83445972,83.42696972,62.12120246,35.44328739,-17.15029901
181.1994751,1,139.5154394,91.68734096,99.391671,119.541043,-43.91916826
180.3449397,1,30.28293579,98.11852299,83.79411998,89.79952976,-25.25917298
168.1539632,1,12.02445311,72.36320696,80.59211501,59.20468209,4.432548339
184.2599999,1,67.47938527,95.49273681,100.3382215,111.5639719,117.49203
171.3975535,1,75.80458468,81.09273099,118.7729853,143.0157607,77.01066859
165.9900428,1,-1.493056058,66.61986811,67.87342202,46.45436693,23.78920392
179.9439185,1,-92.88844462,88.95540481,91.12835173,79.58417367,-84.14842253
177.6437272,1,13.97010888,77.25983763,87.58505962,91.04580682,108.9580305
164.4391313,1,-8.847376217,77.02294056,91.94541147,128.3414187,12.06173877
176.0433433,1,50.6299942,90.06392689,145.4296924,152.0146783,-46.91175118
174.8496957,1,-113.470854,81.67810347,76.14543808,91.75929214,44.56188043
157.3208011,1,-9.81136584,66.85771367,45.2192121,60.93255292,0.853634531
174.2270723,1,49.58061194,80.35085,18.10154658,7.944105228,14.55187836
165.655182,1,59.23279586,84.20237593,67.3210126,63.37845143,-5.214848392
163.4074662,1,3.893692381,80.58218624,89.45198444,83.38778649,52.09732903
174.622223,1,-21.60045105,77.10167474,91.34581444,91.07549855,-23.85351955
184.1237247,1,-11.25494139,90.15609098,84.74670702,89.95745095,62.6232687
170.7741845,1,-35.54203859,92.32105404,85.1481571,104.7680704,-102.754351
170.8495563,1,3.437538386,87.72082341,91.75345719,81.59275867,-84.80419859
165.4010009,1,-8.996817977,80.87326512,70.24593604,114.3425712,30.78265328
168.3075629,1,34.00349374,73.90193086,66.08443137,52.87316111,58.35927872
171.9622663,1,1.025353214,72.31607581,50.11524549,47.74837984,-38.8712555
166.4479678,1,-21.41996781,78.13989765,66.56130128,91.83494983,37.07969817
177.4671833,1,-29.09927801,91.63401734,120.3790517,155.5907662,-106.0985292
173.9439634,1,4.88585733,77.33995764,87.74642677,75.17315839,-19.87713685
183.4234669,1,65.86485241,93.24695136,104.4775745,91.99860679,-61.3096223
173.176013,1,-5.549640811,77.08364672,72.35222771,109.8971719,86.30036463
182.8322646,1,-85.32131543,90.99853897,94.37118049,79.89133922,-86.30886217
167.8054473,1,-53.25187146,81.07938512,92.26806624,89.93520938,59.83492926
169.306657,1,61.03885712,76.27836948,62.90838029,66.40508581,-24.52793316
171.7025375,1,-65.20980638,80.70595731,84.22657429,49.44871671,48.74163032
173.344698,1,4.903706359,87.7480413,110.8065798,93.7142085,-69.1877852
164.6138985,1,68.94246165,73.72031143,81.19518682,65.59714349,-35.84379556
171.4302344,1,-93.23424119,83.25625628,90.24833166,86.09664973,-23.38453973
173.179056,1,46.86636337,82.19946727,102.5640601,78.5517368,41.20589085
176.6655976,1,-3.316365888,95.73579675,98.49237781,105.2770007,-41.01400672
168.6617142,1,-55.84743394,75.16809859,81.22129278,58.86641304,29.22210244
169.1440791,1,8.875160432,89.05139621,114.0173087,123.5828435,143.8277947
182.7171519,1,116.0648709,91.72907704,74.61607556,99.452761,-35.98298859
173.449086,1,12.31605899,77.36777554,82.74040153,54.40532303,49.58544216
177.686846,1,-57.38278431,91.68443073,55.9464182,86.96264398,-91.54271477
182.501868,1,-10.89453842,87.79769101,78.54932259,92.23279677,-29.75871839
167.0189665,1,26.11473129,81.65448308,55.12496702,89.8947381,-85.17893975
170.2609043,1,-14.98082393,71.04643049,109.5095642,115.719685,48.02369415
194.8429805,1,-25.14919846,106.7060801,80.33913812,85.86836743,7.903750821
184.3306483,1,38.18111455,104.6744829,121.1589484,146.3658654,-24.19304889
177.1111644,1,-12.07324405,92.56862737,62.06006818,87.47606389,-33.81188788
184.910029,1,95.14901836,99.07024406,106.8878196,100.7348314,89.24912464
184.2499593,1,-32.98586489,101.0908988,83.32903913,75.73923267,-30.03244767
183.6286482,1,-43.27517765,94.64758912,118.737008,113.4379281,-27.12783016
170.823445,1,-18.69502396,82.07402012,64.78749982,38.04529588,48.45618862
192.8989294,1,-60.44215049,105.2938358,122.8442728,125.139765,-33.63386075
168.4432291,1,49.27113648,77.44961158,78.02662938,72.52617959,29.4253452
180.7363759,1,55.4161413,85.47524116,95.38844043,126.9378457,-1.318082108
180.8281938,1,19.0989137,89.01193426,68.17224394,76.15102433,-5.679825001
183.3816805,1,49.12067422,97.43002723,77.64420033,78.65558571,-43.77545947
190.8576864,1,44.51578941,101.7524192,82.9474865,40.15113823,8.748082655
163.6052846,1,-10.28835197,71.99504637,58.77476009,55.26230009,36.58338524
164.4254379,1,-15.44764993,75.59150607,48.01675964,44.00218708,-113.7160536
161.0730513,1,-66.28050018,72.70383948,121.2554062,152.0674473,112.0576197
172.3356097,1,96.8639404,79.98237597,70.81158507,65.79019103,-45.81349928
167.4667335,1,5.469906045,79.21632379,75.70951775,80.47086889,-14.2087158
180.2550381,1,55.9562366,88.03355046,98.72492145,92.44505099,1.171411301
171.6550981,1,-27.376667,84.89418944,67.48212734,70.77590225,15.9455539
174.2167469,1,-32.94711583,78.81249143,73.73325089,112.0086635,78.4478339
178.6248737,1,61.41018271,87.77933838,90.95645248,94.25293198,1.065687786
183.8819802,1,-2.318993757,94.63017509,87.53004653,52.28283651,46.77427597
179.884976,1,11.1640856,93.53897192,100.8378962,104.7437036,-85.41920591
167.3943852,1,6.570521759,78.34915487,87.05121861,90.45644957,-73.58547563
189.9802526,1,33.83916456,105.6164729,71.62899843,112.5640794,-52.31423042
171.9095343,1,-24.84426416,80.46702606,89.39644765,118.7156223,-27.07613687
170.5761454,1,-87.30832486,79.74359735,84.86027617,79.96802547,6.271067761
182.3080967,1,11.95115439,96.53225044,106.7049428,130.0037813,-87.91622091
164.2496891,1,-31.78001637,75.80401862,56.59246371,37.80064125,-57.92300841
173.0318316,1,-22.71101381,89.17214455,96.75440253,83.28604849,-32.58187057
169.6387952,1,-89.28597974,75.10578396,50.80661887,40.09919092,0.116813482
169.6868586,1,-12.52970352,80.16088164,81.81941401,75.96090653,21.98620775
172.4304751,1,-45.56066697,79.29202375,92.74593589,80.83703001,-33.44505042
175.7008854,1,-33.18391936,88.6378383,99.99218313,112.1557358,3.356376521
178.3713053,1,23.55506626,93.38073503,75.06002722,76.72145691,22.58678025
164.7337299,1,-31.6535049,71.88701485,57.48118437,65.73065712,15.07722128
172.2655769,1,29.16522759,76.76277777,61.80556602,21.5630728,60.60572913
161.1382286,1,-72.13306141,61.58776766,71.91384425,30.9715413,-29.29108858
182.4950245,1,67.86654908,99.04349115,98.17695297,99.47920404,20.33557863
169.4893071,1,26.30366674,70.77839175,71.66962571,88.72523198,12.87712275
182.7994964,1,-2.531166365,91.49379254,111.4101487,85.77205035,0.160445585
193.0942226,1,41.8854744,107.1104315,128.2943177,132.8739508,56.8880355
181.5492973,1,-103.2758763,88.70824839,84.80624959,81.0399592,16.20511393
171.1193139,1,39.11940443,80.19281827,89.48140392,123.6990277,11.81730442
179.2103192,1,8.699812563,90.10095286,96.26523002,86.78318882,35.61943014
177.4624373,1,-72.32267535,84.31547714,75.83810697,81.22500019,71.97590024
172.5868279,1,64.75316633,80.51589203,69.47412349,81.67184651,-27.06688862
188.2255795,1,-19.11339833,97.95490539,118.2879642,91.10255414,8.543264743
175.6863042,1,-40.9334441,84.90817882,72.94738195,67.24625773,-101.0552367
169.0553606,1,-0.316102201,77.90089947,84.99443672,89.24438517,29.97039671
169.4220767,1,82.0412067,78.46927333,76.34184984,71.15750501,16.06506811
170.805005,1,-21.53050991,76.39925025,72.26730521,80.29618072,-27.74806037
175.3905191,1,-37.27444404,74.37450196,42.76052349,89.70315554,-73.05269389
179.5087778,1,19.29633182,86.27063913,90.53144565,63.41963164,-52.71411329
166.3674476,1,-62.08949436,71.21895807,113.0987303,130.4473244,-66.06311872
165.575541,1,-76.63718547,78.3633431,83.3405479,119.9642662,-14.2144749
171.6230832,1,-65.82483205,76.75504828,83.20354943,125.6918492,-19.17173967
187.4910797,1,16.86191237,105.0440267,106.6208553,114.2995968,-15.90953634
181.8806731,1,-105.0440544,94.09171647,64.0403328,86.22925417,33.29074313
172.0208631,1,30.16598585,78.15735858,90.76938992,58.77478822,33.12523986
173.3070752,1,6.178203169,90.72180213,88.94771681,112.0668294,51.37706944
167.4607311,1,-46.21947363,76.31304714,49.06473542,47.24131094,-27.20499345
181.7331791,1,-48.33306361,89.81010512,80.86141976,58.09843496,-57.61771004
175.677528,1,-24.05906353,89.38911101,46.20551627,31.75426031,16.6848859
174.2380547,1,48.0109597,81.82068817,75.2365432,70.66630936,-35.06625423
180.4860777,1,-50.17429292,85.86684163,98.99652504,113.4388681,-56.39253571
161.6559113,1,19.59733339,71.92391365,76.27534257,61.22486712,65.257842
180.8034367,1,43.59516395,94.85089795,115.5729248,114.7246077,-25.20066445
167.9668299,1,19.93226654,84.96206825,87.09073813,76.34456909,-24.19308796
165.2457277,1,-0.527228809,71.5424239,84.9538007,84.06719448,-1.522913559
172.9520909,1,-9.358797635,82.46657803,78.20275093,88.34578703,-63.8243448
180.3225855,1,31.9454195,92.9549919,57.96182207,40.4587638,74.5997466
188.5217842,1,60.97046345,104.9331062,106.7293879,98.98654465,-87.11558618
176.0908802,1,24.2668103,84.56132704,71.179769,77.53617651,34.9623831
164.9256092,1,-40.67671091,82.2166168,88.51468079,80.61954235,-65.18220726
173.6009795,1,22.41028813,90.31012478,96.88959651,66.52556352,24.1617159
180.1599777,1,7.15468267,92.33019029,132.7274387,120.4314539,-44.20835107
156.1536354,1,-21.38580846,73.10705345,54.64003418,97.65129063,-37.68011144
173.9666643,1,-34.30530116,86.17223354,69.39243734,71.00133132,-34.65411521
183.0067203,1,-35.97581864,90.89208414,75.92647821,96.75098102,-31.50033299
184.2050343,1,-60.27912104,100.7256432,90.80846738,85.59880194,-59.13447853
180.9341349,1,-23.89110232,97.18330728,84.86480057,96.61091056,88.09782072
183.5381526,1,-38.77254446,91.57244541,100.3567416,78.48320581,-32.73443179
171.6152013,1,-23.38906541,84.98294049,72.80706817,60.17225232,0.966007655
183.5597218,1,85.1852878,89.22346997,116.7195279,136.5729104,55.33065298
159.0046299,1,-23.63077909,68.88119948,57.86513537,61.66465945,-20.13001957
168.2405507,1,-10.34311328,75.95307876,75.36592847,67.68300911,-19.45645376
176.912111,1,-9.174803408,90.27503798,108.4906585,119.8664161,22.00883416
175.9862404,1,43.24526791,81.17045479,95.68483927,139.2481572,-58.5834224
179.642208,1,-34.29813795,87.86682045,55.02659825,38.01050169,28.21240033
174.824682,1,-43.49002505,89.77300887,122.6360286,177.2170244,-24.43120845
167.6766477,1,50.32634949,83.74566242,91.68504082,113.6464261,93.76199526
168.6938004,1,1.829510006,70.45842635,52.34005745,43.68947186,-22.46079287
169.203686,1,49.57732953,73.09036341,89.85534838,100.848961,80.8854391
172.8084473,1,-47.70600776,85.84434561,108.2860619,99.12784662,-17.79558599
179.076091,1,-75.0027813,78.5355428,78.15657829,75.53938857,-5.166572109
175.6606329,1,-28.01404762,88.93644663,96.63251219,93.63366254,45.28572608
179.8193574,1,-28.91558287,97.94889071,83.93897671,59.5115849,27.55437827
165.5937179,1,55.13777459,75.68514739,103.9255949,94.16630449,59.80821045
189.9557144,1,-11.37355176,108.7168117,115.2445091,165.9913108,-16.36168228
180.509942,1,-4.658376913,83.66277759,121.0000598,132.2359038,-13.66227507
176.1088624,1,-111.7868636,90.79268647,98.45139008,66.09705793,19.55593879
177.543978,1,32.92565973,86.90115292,64.5781451,93.01267281,71.17536687
163.6399922,1,-23.1631951,76.77566824,81.14200057,56.50708159,-38.7991041
172.344412,1,-44.8340946,88.41401322,83.05803866,102.3031532,-48.78543503
171.5746365,1,53.97967371,83.20300603,80.51728754,111.3957225,53.69050201
189.909315,1,-30.34186338,95.50793855,133.6717203,103.045669,42.45130645
181.4041228,1,0.583706898,89.91128769,85.21751905,82.92293163,0.136685093
170.4856748,1,4.461777942,78.38949704,89.1577015,88.8853645,-43.65111256
177.4433533,1,73.37384609,89.47016871,64.2862951,50.57403316,6.836283733
173.814266,1,33.70543868,86.48963774,62.7484487,79.94089193,-0.664134437
172.5510458,1,45.27478273,83.78818933,102.1376972,84.58601708,59.38327066
173.9781716,1,3.384359737,81.68813674,72.66442588,83.35681625,39.93195239
165.7201243,1,-83.77132394,72.41446179,38.37893314,-7.829375664,3.579206524
178.2707942,1,-46.32983235,89.83956622,117.9333463,116.7169777,-22.34707754
180.6044982,1,-43.45122216,98.64040076,68.67269334,67.91153311,-109.0784346
173.8568495,1,-69.37512379,85.3099714,81.18035184,74.0516742,55.80251113
166.1682651,1,-16.87818899,80.29520463,99.94120772,107.0602065,87.88992872
171.9600018,1,47.06710064,84.05728375,96.13307743,73.59606601,-97.09645665
188.5265802,1,35.23784947,101.3818503,85.68720337,73.54457614,-24.16718537
180.7648045,1,25.71179727,93.95211374,119.3718281,148.790761,-43.37182067
170.7661606,1,16.44488113,77.64169103,63.74750308,94.11702871,13.30484391
172.4166203,1,-21.69065534,79.55117299,103.1298241,105.3499455,20.97729838
171.1359937,1,4.324988284,78.6829196,102.7043735,112.6003768,13.59684184
174.6535672,1,-17.84129073,82.23119197,92.64385718,101.9043206,23.46699469
182.1313922,1,46.42692614,91.98448977,98.30158991,76.08647897,-27.02091974
176.2277268,1,-4.945690041,90.73231768,82.77695424,91.95270275,-40.444718
187.2399802,1,-8.640218631,101.4756839,62.68912864,94.19683503,44.32850903
176.4115756,1,-33.21348243,99.54481484,76.74645419,81.87936041,-140.0592283
179.7971761,1,16.29369149,95.89210073,89.0932075,108.5118496,-53.48842777
182.2918979,1,-127.0025431,91.16273828,125.6452685,110.9391449,-41.41597028
176.1323731,1,-70.68083731,94.79963799,130.5530305,164.2867665,67.72987807
165.8265048,1,-37.06636449,73.28471709,83.55173853,107.3558655,-39.37643354
180.1414848,1,-19.25200337,94.35751885,116.5963095,121.7377763,-61.48004055
174.2355232,1,-40.75000023,82.09738196,85.43443503,83.1596176,-34.15941224
174.2536429,1,11.40596896,80.27422619,131.561375,135.8292632,18.38436638
176.4760101,1,107.3495748,88.3501109,103.5535199,107.795856,-4.075610872
167.4644764,1,-31.22063464,74.00582799,67.94570558,55.62797096,21.29476309
174.0492971,1,83.8243407,78.66487837,49.42235058,49.14705006,13.90455901
187.7799753,1,-34.03047299,97.89149607,128.6590414,111.1321078,-90.52917305
180.8427621,1,-10.41343475,95.40107617,91.02677448,65.9871796,-34.55209272
169.0537306,1,-12.7279739,84.00921514,62.99376722,79.42170669,47.36769255
182.2253816,1,22.94448887,85.33627135,69.94951221,53.11589738,-43.54052128
177.1518665,1,-40.8326535,85.43423066,74.26099244,63.71591731,-43.77773847
169.5466615,1,-28.84191257,81.51207576,88.58403272,95.32673452,-48.93725484
177.0187525,1,7.420392307,96.12016677,74.58743113,73.05255694,12.71642008
178.8249327,1,3.593586763,89.75223251,76.24548402,81.88164542,-27.35682283
175.3101297,1,79.56609851,84.57474837,91.7679887,79.55610111,-18.41881067
164.4200094,1,3.942065714,75.41215687,60.51500981,85.33584453,96.84706975
180.3351091,1,-22.81491174,85.72054358,97.99633745,64.25717535,-75.21859716
163.7279282,1,-10.87054276,73.26596303,66.61692684,70.51455233,39.92032519
177.1637874,1,15.03183121,87.8382215,84.374516,121.9043693,-6.334334071
181.678196,1,10.32722644,85.93413973,118.2966046,103.5455682,1.432188248
173.5529063,1,62.93795811,94.33435577,121.5455591,144.8469485,-14.4390742
179.7423892,1,38.17363877,90.49268481,110.967323,96.69770747,52.31990054
181.4043861,1,32.68625641,95.2756485,141.3719695,146.1061479,-28.5728637
176.2518042,1,73.51732533,81.79966465,98.10521587,105.4942002,13.59347655
182.8843998,1,-6.834061918,89.08134418,67.34998116,70.56249808,26.82423955
175.7463464,1,82.631501,86.00523354,69.71946938,66.66901903,3.966316417
168.0625627,1,-7.507508282,75.14363176,50.85724339,28.78228231,-73.78192202
170.8712432,1,-65.54965682,82.80702795,58.84882068,77.90530785,-20.89931248
180.1262219,1,86.07748634,86.05916743,109.2873562,71.4556927,-49.5360574
175.564515,1,33.18767795,86.090165,132.7087061,123.0134658,-34.99948404
171.2189257,1,-88.47084658,77.26686173,86.64316834,78.06177703,-66.35149322
185.2641686,1,100.7763601,98.10824443,86.6085554,67.50357393,23.56029134
179.0469589,1,19.9486396,80.38876958,81.92466521,60.04053404,-54.79708372
175.280979,1,94.71728621,89.00723972,87.14258453,90.47466545,8.967837546
169.5757592,1,12.89490363,76.13602527,85.08170851,78.78519578,96.88913512
